session_id,date,avg_watt,np,avg_hr,w_per_beat,cgs,mode,profile_version,pw_quality,calibrated
local-mini,2025-11-18,,,,,,,v1-883d8daf-20251118,unknown,0
local-mini,2025-11-18,,,,,,,v1-883d8daf-20251118,unknown,0
local-mini,2025-11-18,,,,,,,v1-883d8daf-20251118,unknown,0
local-mini,2025-11-18,,,,,,,v1-883d8daf-20251118,unknown,0
local-mini,2025-11-18,,,,,,,v1-883d8daf-20251118,unknown,0
local-mini,2025-11-18,,,,,,,v1-883d8daf-20251118,unknown,0
local-mini,2025-11-18,,,,,,,v1-883d8daf-20251118,unknown,0
local-mini,2025-11-18,,,,,,,v1-883d8daf-20251118,unknown,0
local-mini,2025-11-18,,,,,,,v1-883d8daf-20251118,unknown,0
local-mini,2025-11-18,,,,,,,v1-883d8daf-20251118,unknown,0
local-mini,2025-11-18,,,,,,,v1-883d8daf-20251118,unknown,0
local-mini,2025-10-31,,,,163.136,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-10-31,,,,163.136,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-10-28,,,,158.64684014869889,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-10-26,,,,150.70448684889118,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-10-13,,,,152.1648223645894,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-11-02,,,,147.9559730790802,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-11-03,,,,132.32758620689654,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-11-07,,,,121.6868365180467,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-11-08,,,,147.80237515225335,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-11-09,,,,152.953276047261,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-11-14,,,,158.8074817518248,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-11-16,,,,,default,v1-883d8daf-20251119,unknown,0
16311219004,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
16279854313,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
16262232459,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
16127771071,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
16333270450,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
16342459294,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
16381383185,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
16396031026,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
16405483541,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
16454599112,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
